date,Unnamed: 0,site,code,co,nox,no2,no,o3,so2,pm10,pm2.5,v10,v2.5,nv10,nv2.5,ws,wd,air_temp,latitude,longitude,site_type
2023-06-22 01:00:00,1484642,Bristol St Paul's,BRS8,,8.32291,8.32291,0.0,46.5497,,10.628,9.0,,,,,2.0,249.2,12.0,51.462839,-2.584482,Urban Background
2023-06-22 02:00:00,1484643,Bristol St Paul's,BRS8,,9.21225,8.92074,0.19012,39.914,,6.763,10.0,,,,,2.1,256.8,11.9,51.462839,-2.584482,Urban Background
2023-06-22 03:00:00,1484644,Bristol St Paul's,BRS8,,20.28709,19.5583,0.4753,22.20216,,16.425,10.0,,,,,1.5,267.2,11.4,51.462839,-2.584482,Urban Background
2023-06-22 04:00:00,1484645,Bristol St Paul's,BRS8,,10.21906,9.24734,0.63374,33.42798,,10.628,12.0,,,,,1.1,310.3,11.3,51.462839,-2.584482,Urban Background
2023-06-22 05:00:00,1484646,Bristol St Paul's,BRS8,,14.80001,12.17638,1.71109,33.82712,,13.527,9.0,,,,,0.9,332.9,11.5,51.462839,-2.584482,Urban Background
2023-06-22 06:00:00,1484647,Bristol St Paul's,BRS8,,15.50477,11.42356,2.6617,40.76217,,11.594,5.0,,,,,0.9,327.6,11.7,51.462839,-2.584482,Urban Background
2023-06-22 07:00:00,1484648,Bristol St Paul's,BRS8,,17.56872,11.83559,3.73905,45.20261,,25.121,4.0,,,,,1.6,334.5,12.4,51.462839,-2.584482,Urban Background
2023-06-22 08:00:00,1484649,Bristol St Paul's,BRS8,,12.7864,8.51085,2.78844,58.47401,,16.425,5.0,,,,,1.7,333.9,12.7,51.462839,-2.584482,Urban Background
2023-06-22 09:00:00,1484650,Bristol St Paul's,BRS8,,10.31974,7.40458,1.90121,67.30498,,18.358,5.0,,,,,1.8,331.3,14.2,51.462839,-2.584482,Urban Background
2023-06-22 10:00:00,1484651,Bristol St Paul's,BRS8,,13.23947,9.78987,2.24977,69.69982,,14.493,6.0,,,,,2.1,323.0,17.5,51.462839,-2.584482,Urban Background
2023-06-22 11:00:00,1484652,Bristol St Paul's,BRS8,,9.16191,6.63545,1.64772,81.62413,,11.594,6.0,,,,,2.7,325.4,19.7,51.462839,-2.584482,Urban Background
2023-06-22 12:00:00,1484653,Bristol St Paul's,BRS8,,6.74558,4.89932,1.2041,90.70457,,15.459,5.0,,,,,2.9,310.1,20.8,51.462839,-2.584482,Urban Background
2023-06-22 13:00:00,1484654,Bristol St Paul's,BRS8,,6.59456,4.7483,1.2041,90.75446,,11.594,9.0,,,,,3.4,298.1,21.4,51.462839,-2.584482,Urban Background
2023-06-22 14:00:00,1484655,Bristol St Paul's,BRS8,,6.84626,4.85424,1.29916,90.25553,,9.662,7.0,,,,,4.0,286.5,21.4,51.462839,-2.584482,Urban Background
2023-06-22 15:00:00,1484656,Bristol St Paul's,BRS8,,7.24899,5.20838,1.33085,87.71102,,9.662,5.0,,,,,4.3,277.1,21.3,51.462839,-2.584482,Urban Background
2023-06-22 16:00:00,1484657,Bristol St Paul's,BRS8,,8.65851,6.52073,1.39422,81.62413,,12.561,1.0,,,,,4.8,269.7,20.8,51.462839,-2.584482,Urban Background
2023-06-22 17:00:00,1484658,Bristol St Paul's,BRS8,,8.00409,6.10924,1.23579,77.73252,,12.561,4.0,,,,,5.2,267.2,19.5,51.462839,-2.584482,Urban Background
2023-06-22 18:00:00,1484659,Bristol St Paul's,BRS8,,7.60137,6.04662,1.01398,73.59144,,10.628,6.0,,,,,5.0,268.6,18.0,51.462839,-2.584482,Urban Background
2023-06-22 19:00:00,1484660,Bristol St Paul's,BRS8,,8.50749,7.63294,0.57036,71.39617,,10.628,18.0,,,,,4.5,265.8,16.3,51.462839,-2.584482,Urban Background
2023-06-22 20:00:00,1484661,Bristol St Paul's,BRS8,,9.51429,8.73692,0.50699,67.10541,,12.561,4.0,,,,,4.6,266.8,15.0,51.462839,-2.584482,Urban Background
2023-06-22 21:00:00,1484662,Bristol St Paul's,BRS8,,8.20545,6.74787,0.95061,66.40692,,10.628,5.0,,,,,4.2,271.4,14.1,51.462839,-2.584482,Urban Background
2023-06-22 22:00:00,1484663,Bristol St Paul's,BRS8,,11.5279,10.70194,0.53868,57.37638,,12.561,7.0,,,,,3.6,269.4,13.9,51.462839,-2.584482,Urban Background
2023-06-22 23:00:00,1484664,Bristol St Paul's,BRS8,,7.40001,7.01132,0.2535,55.8796,,11.594,6.0,,,,,3.6,267.4,13.7,51.462839,-2.584482,Urban Background
2023-06-23 00:00:00,1484665,Bristol St Paul's,BRS8,,7.43662,7.24237,0.12668,52.81953,,7.73,9.0,,,,,3.0,256.7,12.4,51.462839,-2.584482,Urban Background
2023-06-23 01:00:00,1484666,Bristol St Paul's,BRS8,,9.6475,9.45325,0.12668,49.2439,,14.493,7.0,,,,,3.3,260.4,11.6,51.462839,-2.584482,Urban Background
2023-06-23 02:00:00,1484667,Bristol St Paul's,BRS8,,8.6928,8.40143,0.19003,47.09852,,14.493,9.0,,,,,3.1,262.6,11.8,51.462839,-2.584482,Urban Background
2023-06-23 03:00:00,1484668,Bristol St Paul's,BRS8,,11.40616,10.77486,0.41172,45.55185,,12.561,8.0,,,,,2.5,251.3,11.3,51.462839,-2.584482,Urban Background
2023-06-23 04:00:00,1484669,Bristol St Paul's,BRS8,,15.12447,14.25037,0.57008,44.70368,,16.425,10.0,,,,,1.9,248.0,11.7,51.462839,-2.584482,Urban Background
2023-06-23 05:00:00,1484670,Bristol St Paul's,BRS8,,14.16977,12.66437,0.9818,48.34583,,6.763,10.0,,,,,2.0,254.9,11.6,51.462839,-2.584482,Urban Background
2023-06-23 06:00:00,1484671,Bristol St Paul's,BRS8,,13.71754,11.43516,1.48853,49.59315,,10.628,9.0,,,,,1.8,216.4,11.8,51.462839,-2.584482,Urban Background
2023-06-23 07:00:00,1484672,Bristol St Paul's,BRS8,,11.25542,8.43886,1.83691,56.72777,,14.493,6.0,,,,,1.5,214.4,12.4,51.462839,-2.584482,Urban Background
2023-06-23 08:00:00,1484673,Bristol St Paul's,BRS8,,6.98439,4.94482,1.33017,61.71702,,9.662,6.0,,,,,2.1,209.3,13.7,51.462839,-2.584482,Urban Background
2023-06-23 09:00:00,1484674,Bristol St Paul's,BRS8,,6.90064,4.50496,1.56243,65.10971,,9.662,1.0,,,,,2.9,230.0,17.1,51.462839,-2.584482,Urban Background
2023-06-23 10:00:00,1484675,Bristol St Paul's,BRS8,,6.82287,9.09881,17.18634,66.78943,,9.662,13.0,,,,,3.6,245.1,18.6,51.462839,-2.584482,Urban Background
2023-06-23 11:00:00,1484676,Bristol St Paul's,BRS8,,7.18538,4.70876,1.61521,70.99703,,8.696,9.0,,,,,4.0,238.3,19.6,51.462839,-2.584482,Urban Background
2023-06-23 12:00:00,1484677,Bristol St Paul's,BRS8,,6.88389,4.31015,1.67855,75.78671,,13.527,4.0,,,,,4.5,218.7,20.6,51.462839,-2.584482,Urban Background
2023-06-23 13:00:00,1484678,Bristol St Paul's,BRS8,,6.7834,4.98663,1.17182,81.02542,,14.493,5.0,,,,,5.1,214.7,21.0,51.462839,-2.584482,Urban Background
2023-06-23 14:00:00,1484679,Bristol St Paul's,BRS8,,11.25542,8.68167,1.67855,81.47445,,13.527,6.0,,,,,5.7,217.2,21.2,51.462839,-2.584482,Urban Background
2023-06-23 15:00:00,1484680,Bristol St Paul's,BRS8,,9.99923,8.73664,0.82344,78.4809,,16.425,7.0,,,,,6.0,220.4,20.7,51.462839,-2.584482,Urban Background
2023-06-23 16:00:00,1484681,Bristol St Paul's,BRS8,,10.65245,9.24417,0.91845,80.62628,,15.459,13.0,,,,,5.5,218.5,20.4,51.462839,-2.584482,Urban Background
2023-06-23 17:00:00,1484682,Bristol St Paul's,BRS8,,8.39132,7.08016,0.85511,82.32263,,18.358,7.0,,,,,5.2,211.8,19.8,51.462839,-2.584482,Urban Background
2023-06-23 18:00:00,1484683,Bristol St Paul's,BRS8,,8.89379,6.80566,1.36185,71.79531,,17.392,16.0,,,,,4.7,207.1,18.9,51.462839,-2.584482,Urban Background
2023-06-23 19:00:00,1484684,Bristol St Paul's,BRS8,,9.79824,8.34141,0.95013,68.40262,,12.561,17.0,,,,,4.0,206.4,17.2,51.462839,-2.584482,Urban Background
2023-06-23 20:00:00,1484685,Bristol St Paul's,BRS8,,9.79824,8.9727,0.53841,65.15961,,17.392,9.0,,,,,3.8,219.1,15.9,51.462839,-2.584482,Urban Background
2023-06-23 21:00:00,1484686,Bristol St Paul's,BRS8,,10.90369,10.32095,0.38005,65.40907,,13.527,8.0,,,,,4.3,221.4,15.0,51.462839,-2.584482,Urban Background
2023-06-23 22:00:00,1484687,Bristol St Paul's,BRS8,,8.24057,7.80352,0.28504,64.11186,,17.392,9.0,,,,,4.3,217.5,14.7,51.462839,-2.584482,Urban Background
2023-06-23 23:00:00,1484688,Bristol St Paul's,BRS8,,7.38637,7.04644,0.2217,57.8753,,4.831,6.0,,,,,4.0,220.7,14.6,51.462839,-2.584482,Urban Background
2023-06-24 00:00:00,1484689,Bristol St Paul's,BRS8,,5.55581,5.16566,0.25445,55.21437,,4.831,5.0,,,,,3.2,213.4,13.9,51.462839,-2.584482,Urban Background
2023-06-24 01:00:00,1484690,Bristol St Paul's,BRS8,,5.82356,5.36839,0.29686,53.08562,,11.594,7.0,,,,,3.5,215.7,13.4,51.462839,-2.584482,Urban Background
2023-06-24 02:00:00,1484691,Bristol St Paul's,BRS8,,4.61869,4.22854,0.25445,53.58455,,10.628,8.0,,,,,3.8,223.6,13.9,51.462839,-2.584482,Urban Background
2023-06-24 03:00:00,1484692,Bristol St Paul's,BRS8,,3.71503,3.32488,0.25445,54.23315,,9.662,6.0,,,,,3.7,221.2,14.0,51.462839,-2.584482,Urban Background
2023-06-24 04:00:00,1484693,Bristol St Paul's,BRS8,,3.2632,3.16567,0.06361,52.43702,,9.662,7.0,,,,,3.5,219.2,14.0,51.462839,-2.584482,Urban Background
2023-06-24 05:00:00,1484694,Bristol St Paul's,BRS8,,5.72316,4.94286,0.5089,50.69078,,9.662,14.0,,,,,3.6,218.5,14.3,51.462839,-2.584482,Urban Background
2023-06-24 06:00:00,1484695,Bristol St Paul's,BRS8,,9.18717,7.4315,1.14502,46.40003,,10.628,10.0,,,,,3.8,218.8,14.8,51.462839,-2.584482,Urban Background
2023-06-24 07:00:00,1484696,Bristol St Paul's,BRS8,,7.83169,6.07601,1.14502,47.2482,,7.73,9.0,,,,,3.9,221.3,16.3,51.462839,-2.584482,Urban Background
2023-06-24 08:00:00,1484697,Bristol St Paul's,BRS8,,6.02438,4.36624,1.08141,49.19401,,6.763,6.0,,,,,4.0,227.2,19.1,51.462839,-2.584482,Urban Background
2023-06-24 09:00:00,1484698,Bristol St Paul's,BRS8,,5.97417,3.97465,1.30405,50.29164,,13.527,11.0,,,,,4.1,230.4,20.7,51.462839,-2.584482,Urban Background
2023-06-24 10:00:00,1484699,Bristol St Paul's,BRS8,,5.17092,3.36648,1.17683,53.28519,,9.662,8.0,,,,,3.6,228.1,21.1,51.462839,-2.584482,Urban Background
2023-06-24 11:00:00,1484700,Bristol St Paul's,BRS8,,6.4762,4.42792,1.33586,56.5781,,14.493,5.0,,,,,3.1,226.1,21.6,51.462839,-2.584482,Urban Background
2023-06-24 12:00:00,1484701,Bristol St Paul's,BRS8,,6.12478,4.07649,1.33586,57.92519,,13.527,2.0,,,,,2.7,218.6,22.2,51.462839,-2.584482,Urban Background
2023-06-24 13:00:00,1484702,Bristol St Paul's,BRS8,,7.17905,4.93568,1.46308,60.46971,,8.696,1.0,,,,,3.2,205.4,23.8,51.462839,-2.584482,Urban Background
2023-06-24 14:00:00,1484703,Bristol St Paul's,BRS8,,5.57255,4.06072,0.98599,61.26799,,7.73,3.0,,,,,3.7,202.1,24.1,51.462839,-2.584482,Urban Background
2023-06-24 15:00:00,1484704,Bristol St Paul's,BRS8,,6.17498,4.32177,1.20863,60.27014,,9.662,1.0,,,,,4.0,199.9,23.8,51.462839,-2.584482,Urban Background
2023-06-24 16:00:00,1484705,Bristol St Paul's,BRS8,,5.97417,4.3648,1.0496,62.11616,,5.797,0.0,,,,,3.8,197.1,23.4,51.462839,-2.584482,Urban Background
2023-06-24 17:00:00,1484706,Bristol St Paul's,BRS8,,6.17498,4.61438,1.0178,62.11616,,6.763,1.0,,,,,3.7,192.0,22.7,51.462839,-2.584482,Urban Background
2023-06-24 18:00:00,1484707,Bristol St Paul's,BRS8,,8.73534,6.39444,1.5267,55.8796,,5.797,2.0,,,,,3.0,188.7,21.5,51.462839,-2.584482,Urban Background
2023-06-24 19:00:00,1484708,Bristol St Paul's,BRS8,,12.70139,11.23833,0.95419,49.8925,,9.662,-1.0,,,,,3.0,174.0,19.3,51.462839,-2.584482,Urban Background
2023-06-24 20:00:00,1484709,Bristol St Paul's,BRS8,,20.78409,19.32103,0.95419,38.96604,,7.73,-2.0,,,,,3.6,165.5,17.3,51.462839,-2.584482,Urban Background
2023-06-24 21:00:00,1484710,Bristol St Paul's,BRS8,,20.13145,19.20485,0.60432,36.02239,,7.73,1.0,,,,,3.9,155.4,15.9,51.462839,-2.584482,Urban Background
2023-06-24 22:00:00,1484711,Bristol St Paul's,BRS8,,25.45298,24.3313,0.73154,29.83572,,13.527,2.0,,,,,4.0,151.6,14.8,51.462839,-2.584482,Urban Background
2023-06-24 23:00:00,1484712,Bristol St Paul's,BRS8,,18.77597,18.09321,0.44529,38.66669,,9.662,1.0,,,,,4.3,147.8,14.1,51.462839,-2.584482,Urban Background
2023-06-25 00:00:00,1484713,Bristol St Paul's,BRS8,,14.52544,13.87519,0.42408,45.56848,,4.831,-1.0,,,,,4.2,144.5,14.3,51.462839,-2.584482,Urban Background
2023-06-25 01:00:00,1484714,Bristol St Paul's,BRS8,,13.45444,13.12931,0.21204,51.04003,,5.797,2.0,,,,,4.9,143.6,14.2,51.462839,-2.584482,Urban Background
2023-06-25 02:00:00,1484715,Bristol St Paul's,BRS8,,10.84388,10.69757,0.09542,49.34368,,5.797,4.0,,,,,5.3,144.7,14.2,51.462839,-2.584482,Urban Background
2023-06-25 03:00:00,1484716,Bristol St Paul's,BRS8,,7.63088,7.28949,0.22264,54.88175,,5.797,4.0,,,,,5.3,150.0,14.3,51.462839,-2.584482,Urban Background
2023-06-25 04:00:00,1484717,Bristol St Paul's,BRS8,,7.43006,6.89361,0.34987,54.23315,,4.831,3.0,,,,,5.4,158.7,14.9,51.462839,-2.584482,Urban Background
2023-06-25 05:00:00,1484718,Bristol St Paul's,BRS8,,8.73534,7.41859,0.85877,53.63444,,4.831,1.0,,,,,5.1,177.4,16.6,51.462839,-2.584482,Urban Background
2023-06-25 06:00:00,1484719,Bristol St Paul's,BRS8,,13.10302,10.37197,1.78114,51.68863,,5.797,4.0,,,,,4.4,196.7,18.1,51.462839,-2.584482,Urban Background
2023-06-25 07:00:00,1484720,Bristol St Paul's,BRS8,,17.06906,12.67988,2.86255,59.42197,,8.696,6.0,,,,,4.3,209.4,19.9,51.462839,-2.584482,Urban Background
2023-06-25 08:00:00,1484721,Bristol St Paul's,BRS8,,17.6715,12.9897,3.05339,74.04047,,12.561,6.0,,,,,4.5,222.6,21.6,51.462839,-2.584482,Urban Background
2023-06-25 09:00:00,1484722,Bristol St Paul's,BRS8,,12.60098,10.11378,1.62211,88.25983,,16.425,7.0,,,,,5.4,235.1,22.9,51.462839,-2.584482,Urban Background
2023-06-25 10:00:00,1484723,Bristol St Paul's,BRS8,,6.87783,5.95122,0.60432,109.81339,,19.324,5.0,,,,,5.6,242.7,23.3,51.462839,-2.584482,Urban Background
2023-06-25 11:00:00,1484724,Bristol St Paul's,BRS8,,5.62275,4.64738,0.63612,115.85039,,14.493,5.0,,,,,5.2,257.8,23.3,51.462839,-2.584482,Urban Background
2023-06-25 12:00:00,1484725,Bristol St Paul's,BRS8,,7.02844,5.80922,0.79515,111.7592,,17.392,5.0,,,,,6.3,287.8,22.4,51.462839,-2.584482,Urban Background
2023-06-25 13:00:00,1484726,Bristol St Paul's,BRS8,,4.91991,3.35931,1.0178,88.01037,,29.952,5.0,,,,,6.5,281.4,22.2,51.462839,-2.584482,Urban Background
2023-06-25 14:00:00,1484727,Bristol St Paul's,BRS8,,4.46808,2.51733,1.27225,61.41767,,12.561,6.0,,,,,7.1,284.7,20.3,51.462839,-2.584482,Urban Background
2023-06-25 15:00:00,1484728,Bristol St Paul's,BRS8,,2.76117,1.63949,0.73154,71.79531,,17.392,4.0,,,,,8.5,284.8,20.1,51.462839,-2.584482,Urban Background
2023-06-25 16:00:00,1484729,Bristol St Paul's,BRS8,,3.81544,2.59622,0.79515,86.11446,,14.493,-2.0,,,,,8.2,279.6,19.0,51.462839,-2.584482,Urban Background
2023-06-25 17:00:00,1484730,Bristol St Paul's,BRS8,,3.61463,2.59048,0.66793,90.70457,,11.594,-1.0,,,,,7.6,277.5,17.7,51.462839,-2.584482,Urban Background
2023-06-25 18:00:00,1484731,Bristol St Paul's,BRS8,,3.06239,2.03825,0.66793,89.50715,,7.73,0.0,,,,,6.7,275.5,16.5,51.462839,-2.584482,Urban Background
2023-06-25 19:00:00,1484732,Bristol St Paul's,BRS8,,4.36767,2.95338,0.92238,84.71747,,12.561,0.0,,,,,6.2,276.0,15.2,51.462839,-2.584482,Urban Background
2023-06-25 20:00:00,1484733,Bristol St Paul's,BRS8,,5.67295,4.55127,0.73154,83.47015,,12.561,3.0,,,,,5.2,273.7,14.3,51.462839,-2.584482,Urban Background
2023-06-25 21:00:00,1484734,Bristol St Paul's,BRS8,,4.06645,3.38369,0.44529,82.37252,,14.493,3.0,,,,,4.5,275.5,13.7,51.462839,-2.584482,Urban Background
2023-06-25 22:00:00,1484735,Bristol St Paul's,BRS8,,4.21706,3.77814,0.28626,80.77596,,15.459,3.0,,,,,4.5,272.9,13.3,51.462839,-2.584482,Urban Background
2023-06-25 23:00:00,1484736,Bristol St Paul's,BRS8,,3.56442,2.49151,0.69974,80.02757,,14.493,1.0,,,,,4.8,273.0,13.1,51.462839,-2.584482,Urban Background
2023-06-26 00:00:00,1484737,Bristol St Paul's,BRS8,,2.40975,1.95458,0.29686,78.09839,,10.628,10.0,,,,,4.1,259.6,12.0,51.462839,-2.584482,Urban Background
2023-06-26 01:00:00,1484738,Bristol St Paul's,BRS8,,2.40975,1.88955,0.33927,67.95359,,15.459,7.0,,,,,4.2,266.1,11.6,51.462839,-2.584482,Urban Background
2023-06-26 02:00:00,1484739,Bristol St Paul's,BRS8,,3.213,2.67654,0.34987,64.31143,,18.358,6.0,,,,,3.6,263.2,11.2,51.462839,-2.584482,Urban Background
2023-06-26 03:00:00,1484740,Bristol St Paul's,BRS8,,2.56036,2.26775,0.19084,61.76692,,11.594,5.0,,,,,3.5,269.0,11.0,51.462839,-2.584482,Urban Background
2023-06-26 04:00:00,1484741,Bristol St Paul's,BRS8,,2.81138,2.32369,0.31806,59.07272,,11.594,2.0,,,,,3.6,272.4,10.9,51.462839,-2.584482,Urban Background
2023-06-26 05:00:00,1484742,Bristol St Paul's,BRS8,,4.56848,3.54434,0.66793,56.12906,,14.493,2.0,,,,,3.9,279.6,12.4,51.462839,-2.584482,Urban Background
2023-06-26 06:00:00,1484743,Bristol St Paul's,BRS8,,5.37173,3.32345,1.33586,57.8753,,7.73,4.0,,,,,4.6,284.8,14.1,51.462839,-2.584482,Urban Background
2023-06-26 07:00:00,1484744,Bristol St Paul's,BRS8,,8.23331,4.57566,2.38546,60.41982,,23.189,4.0,,,,,5.9,290.1,15.4,51.462839,-2.584482,Urban Background
2023-06-26 08:00:00,1484745,Bristol St Paul's,BRS8,,8.28352,5.40616,1.87656,62.06627,,20.29,16.0,,,,,6.4,293.2,16.2,51.462839,-2.584482,Urban Background
2023-06-26 09:00:00,1484746,Bristol St Paul's,BRS8,,9.28758,6.31268,1.94018,63.81251,,18.358,6.0,,,,,6.4,293.2,16.9,51.462839,-2.584482,Urban Background
2023-06-26 10:00:00,1484747,Bristol St Paul's,BRS8,,6.62681,4.23714,1.5585,71.49595,,21.256,4.0,,,,,6.4,290.2,17.7,51.462839,-2.584482,Urban Background
2023-06-26 11:00:00,1484748,Bristol St Paul's,BRS8,,5.47214,3.37508,1.36766,74.38972,,12.561,2.0,,,,,6.7,282.2,17.9,51.462839,-2.584482,Urban Background
2023-06-26 12:00:00,1484749,Bristol St Paul's,BRS8,,6.72722,4.04494,1.74934,74.33983,,17.392,1.0,,,,,6.9,280.9,17.9,51.462839,-2.584482,Urban Background
2023-06-26 13:00:00,1484750,Bristol St Paul's,BRS8,,6.02438,3.19579,1.84476,75.38757,,18.358,7.0,,,,,7.1,284.3,17.7,51.462839,-2.584482,Urban Background
2023-06-26 14:00:00,1484751,Bristol St Paul's,BRS8,,6.3758,3.30337,2.00379,74.73897,,14.493,15.0,,,,,6.7,283.3,17.4,51.462839,-2.584482,Urban Background
2023-06-26 15:00:00,1484752,Bristol St Paul's,BRS8,,7.12884,4.30026,1.84476,73.99058,,11.594,8.0,,,,,5.9,280.8,17.0,51.462839,-2.584482,Urban Background
2023-06-26 16:00:00,1484753,Bristol St Paul's,BRS8,,7.07864,4.39636,1.74934,73.29208,,12.561,9.0,,,,,5.5,279.0,16.4,51.462839,-2.584482,Urban Background
2023-06-26 17:00:00,1484754,Bristol St Paul's,BRS8,,5.72316,3.82118,1.24044,71.74542,,15.459,5.0,,,,,5.1,279.6,15.7,51.462839,-2.584482,Urban Background
2023-06-26 18:00:00,1484755,Bristol St Paul's,BRS8,,5.47214,3.814,1.08141,71.99488,,10.628,12.0,,,,,4.5,275.1,14.8,51.462839,-2.584482,Urban Background
2023-06-26 19:00:00,1484756,Bristol St Paul's,BRS8,,6.07458,5.05043,0.66793,70.39832,,11.594,8.0,,,,,3.6,267.8,13.5,51.462839,-2.584482,Urban Background
2023-06-26 20:00:00,1484757,Bristol St Paul's,BRS8,,5.67295,4.64881,0.66793,67.90369,,11.594,3.0,,,,,3.0,259.9,12.6,51.462839,-2.584482,Urban Background
2023-06-26 21:00:00,1484758,Bristol St Paul's,BRS8,,5.87377,5.09347,0.5089,66.30713,,17.392,-3.0,,,,,2.6,249.2,11.8,51.462839,-2.584482,Urban Background
2023-06-26 22:00:00,1484759,Bristol St Paul's,BRS8,,6.12478,5.19818,0.60432,65.70842,,14.493,17.0,,,,,2.8,234.5,11.3,51.462839,-2.584482,Urban Background
2023-06-26 23:00:00,1484760,Bristol St Paul's,BRS8,,3.06239,2.47717,0.38167,68.20305,,13.527,5.0,,,,,3.3,234.8,11.4,51.462839,-2.584482,Urban Background
2023-06-27 00:00:00,1484761,Bristol St Paul's,BRS8,,3.41381,3.08869,0.21204,66.85595,,20.29,7.0,,,,,2.8,247.5,11.1,51.462839,-2.584482,Urban Background
2023-06-27 01:00:00,1484762,Bristol St Paul's,BRS8,,3.27994,2.82476,0.29686,65.95789,,14.493,7.0,,,,,3.2,242.8,10.6,51.462839,-2.584482,Urban Background
2023-06-27 02:00:00,1484763,Bristol St Paul's,BRS8,,2.91178,2.5704,0.22264,66.95574,,15.459,7.0,,,,,2.8,231.2,10.6,51.462839,-2.584482,Urban Background
2023-06-27 03:00:00,1484764,Bristol St Paul's,BRS8,,4.8195,4.67319,0.09542,57.82541,,11.594,5.0,,,,,2.4,202.7,10.1,51.462839,-2.584482,Urban Background
2023-06-27 04:00:00,1484765,Bristol St Paul's,BRS8,,8.33372,7.69973,0.41348,51.83831,,14.493,4.0,,,,,2.1,204.2,9.8,51.462839,-2.584482,Urban Background
2023-06-27 05:00:00,1484766,Bristol St Paul's,BRS8,,16.51683,15.1513,0.89057,43.85551,,15.459,3.0,,,,,2.6,190.9,10.5,51.462839,-2.584482,Urban Background
2023-06-27 06:00:00,1484767,Bristol St Paul's,BRS8,,13.15322,11.44631,1.11322,46.99874,,16.425,5.0,,,,,3.1,201.3,11.7,51.462839,-2.584482,Urban Background
2023-06-27 07:00:00,1484768,Bristol St Paul's,BRS8,,16.16541,12.70283,2.25824,48.39573,,19.324,4.0,,,,,4.0,219.9,13.8,51.462839,-2.584482,Urban Background
2023-06-27 08:00:00,1484769,Bristol St Paul's,BRS8,,12.09895,9.17283,1.90837,53.98369,,11.594,3.0,,,,,4.0,226.3,14.1,51.462839,-2.584482,Urban Background
2023-06-27 09:00:00,1484770,Bristol St Paul's,BRS8,,12.852,9.97464,1.87656,55.231,,15.459,1.0,,,,,4.3,228.1,15.6,51.462839,-2.584482,Urban Background
2023-06-27 10:00:00,1484771,Bristol St Paul's,BRS8,,15.36216,11.85081,2.29004,56.37853,,22.223,3.0,,,,,5.5,250.6,19.1,51.462839,-2.584482,Urban Background
2023-06-27 11:00:00,1484772,Bristol St Paul's,BRS8,,11.59692,8.6708,1.90837,60.66928,,21.256,10.0,,,,,5.5,247.2,20.3,51.462839,-2.584482,Urban Background
2023-06-27 12:00:00,1484773,Bristol St Paul's,BRS8,,13.10302,10.03058,2.00379,55.92949,,18.358,8.0,,,,,5.6,254.0,18.8,51.462839,-2.584482,Urban Background
2023-06-27 13:00:00,1484774,Bristol St Paul's,BRS8,,10.89408,7.4315,2.25824,63.96219,,22.223,6.0,,,,,4.6,259.5,18.0,51.462839,-2.584482,Urban Background
2023-06-27 14:00:00,1484775,Bristol St Paul's,BRS8,,8.93616,6.30264,1.71753,66.10756,,23.189,1.0,,,,,4.6,254.5,18.2,51.462839,-2.584482,Urban Background
2023-06-27 15:00:00,1484776,Bristol St Paul's,BRS8,,10.29164,7.56059,1.78114,61.46756,,24.155,8.0,,,,,4.2,252.9,17.9,51.462839,-2.584482,Urban Background
2023-06-27 16:00:00,1484777,Bristol St Paul's,BRS8,,13.75566,10.73199,1.97198,58.5239,,19.324,14.0,,,,,3.6,242.0,17.8,51.462839,-2.584482,Urban Background
2023-06-27 17:00:00,1484778,Bristol St Paul's,BRS8,,13.65525,11.50943,1.39947,57.62584,,21.256,21.0,,,,,3.8,251.6,18.5,51.462839,-2.584482,Urban Background
2023-06-27 18:00:00,1484779,Bristol St Paul's,BRS8,,7.9823,6.66554,0.85877,69.30068,,19.324,21.0,,,,,2.8,267.5,17.4,51.462839,-2.584482,Urban Background
2023-06-27 19:00:00,1484780,Bristol St Paul's,BRS8,,5.52234,4.54697,0.63612,73.94069,,27.054,18.0,,,,,2.7,256.3,16.9,51.462839,-2.584482,Urban Background
2023-06-27 20:00:00,1484781,Bristol St Paul's,BRS8,,4.71909,3.89003,0.54071,73.04262,,36.716,26.0,,,,,3.2,249.8,15.6,51.462839,-2.584482,Urban Background
2023-06-27 21:00:00,1484782,Bristol St Paul's,BRS8,,5.37173,4.15252,0.79515,58.82326,,24.155,13.0,,,,,3.4,248.7,15.2,51.462839,-2.584482,Urban Background
2023-06-27 22:00:00,1484783,Bristol St Paul's,BRS8,,3.31341,2.67941,0.41348,49.74282,,12.561,7.0,,,,,3.5,249.0,15.0,51.462839,-2.584482,Urban Background
2023-06-27 23:00:00,1484784,Bristol St Paul's,BRS8,,4.8195,4.13674,0.44529,49.74282,,8.696,7.0,,,,,3.9,249.2,14.8,51.462839,-2.584482,Urban Background
2023-06-28 00:00:00,1484785,Bristol St Paul's,BRS8,,2.47669,2.02151,0.29686,50.95687,,15.459,10.0,,,,,4.2,250.8,16.0,51.462839,-2.584482,Urban Background
2023-06-28 01:00:00,1484786,Bristol St Paul's,BRS8,,26.37338,14.7339,7.59107,35.07443,,12.561,10.0,,,,,3.9,252.9,15.9,51.462839,-2.584482,Urban Background
2023-06-28 02:00:00,1484787,Bristol St Paul's,BRS8,,22.4408,13.51612,5.82053,32.97894,,16.425,12.0,,,,,3.4,236.4,15.8,51.462839,-2.584482,Urban Background
