date,Unnamed: 0,site,code,co,nox,no2,no,o3,so2,pm10,pm2.5,v10,v2.5,nv10,nv2.5,ws,wd,air_temp,latitude,longitude,site_type
2023-06-28 03:00:00,1484788,Bristol St Paul's,BRS8,,3.11259,2.62491,0.31806,44.85336,,28.02,27.0,,,,,3.7,235.7,15.7,51.462839,-2.584482,Urban Background
2023-06-28 04:00:00,1484789,Bristol St Paul's,BRS8,,3.06239,2.62347,0.28626,45.45207,,11.594,8.0,,,,,3.7,232.9,15.6,51.462839,-2.584482,Urban Background
2023-06-28 05:00:00,1484790,Bristol St Paul's,BRS8,,4.41788,3.58881,0.54071,41.85981,,11.594,6.0,,,,,3.9,221.2,15.6,51.462839,-2.584482,Urban Background
2023-06-28 06:00:00,1484791,Bristol St Paul's,BRS8,,7.53047,5.82356,1.11322,41.2611,,16.425,16.0,,,,,4.4,229.5,15.9,51.462839,-2.584482,Urban Background
2023-06-28 07:00:00,1484792,Bristol St Paul's,BRS8,,9.23738,6.01864,2.09921,45.45207,,17.392,11.0,,,,,4.3,232.5,16.1,51.462839,-2.584482,Urban Background
2023-06-28 08:00:00,1484793,Bristol St Paul's,BRS8,,7.58067,5.23977,1.5267,48.24605,,15.459,10.0,,,,,4.5,233.6,17.0,51.462839,-2.584482,Urban Background
2023-06-28 09:00:00,1484794,Bristol St Paul's,BRS8,,10.24144,6.68132,2.32185,46.5497,,10.628,8.0,,,,,4.6,238.0,17.7,51.462839,-2.584482,Urban Background
2023-06-28 10:00:00,1484795,Bristol St Paul's,BRS8,,12.70139,8.1659,2.95797,45.35228,,17.392,10.0,,,,,4.0,243.6,18.2,51.462839,-2.584482,Urban Background
2023-06-28 11:00:00,1484796,Bristol St Paul's,BRS8,,14.15728,8.54888,3.65771,48.74497,,25.121,4.0,,,,,3.8,244.9,18.6,51.462839,-2.584482,Urban Background
2023-06-28 12:00:00,1484797,Bristol St Paul's,BRS8,,10.69327,7.13315,2.32185,46.49981,,13.527,1.0,,,,,3.4,254.1,18.8,51.462839,-2.584482,Urban Background
2023-06-28 13:00:00,1484798,Bristol St Paul's,BRS8,,14.75972,9.05378,3.72132,47.39788,,15.459,11.0,,,,,3.5,270.2,19.4,51.462839,-2.584482,Urban Background
2023-06-28 14:00:00,1484799,Bristol St Paul's,BRS8,,18.07313,8.61199,6.17039,43.15701,,5.797,7.0,,,,,4.0,288.7,19.2,51.462839,-2.584482,Urban Background
2023-06-28 15:00:00,1484800,Bristol St Paul's,BRS8,,64.81223,23.60264,26.8762,35.77292,,13.527,3.0,,,,,4.3,278.7,18.3,51.462839,-2.584482,Urban Background
2023-06-28 16:00:00,1484801,Bristol St Paul's,BRS8,,29.41903,9.27754,13.13594,40.91185,,12.561,12.0,,,,,4.4,279.8,17.8,51.462839,-2.584482,Urban Background
2023-06-28 17:00:00,1484802,Bristol St Paul's,BRS8,,10.99448,6.89791,2.67172,38.71658,,11.594,7.0,,,,,4.4,272.9,17.5,51.462839,-2.584482,Urban Background
2023-06-28 18:00:00,1484803,Bristol St Paul's,BRS8,,7.78148,6.02581,1.14502,40.06368,,12.561,4.0,,,,,4.5,273.1,17.0,51.462839,-2.584482,Urban Background
2023-06-28 19:00:00,1484804,Bristol St Paul's,BRS8,,6.426,4.32894,1.36766,41.51056,,6.763,3.0,,,,,4.2,268.0,16.6,51.462839,-2.584482,Urban Background
2023-06-28 20:00:00,1484805,Bristol St Paul's,BRS8,,8.18311,6.86635,0.85877,39.61465,,8.696,4.0,,,,,4.3,277.4,16.1,51.462839,-2.584482,Urban Background
2023-06-28 21:00:00,1484806,Bristol St Paul's,BRS8,,7.27945,6.06023,0.79515,42.95744,,9.662,2.0,,,,,4.7,271.0,15.4,51.462839,-2.584482,Urban Background
2023-06-28 22:00:00,1484807,Bristol St Paul's,BRS8,,4.91991,4.23714,0.44529,47.49766,,11.594,-1.0,,,,,4.1,278.3,15.1,51.462839,-2.584482,Urban Background
2023-06-28 23:00:00,1484808,Bristol St Paul's,BRS8,,5.02031,4.28878,0.47709,44.50411,,7.73,2.0,,,,,3.6,282.5,15.0,51.462839,-2.584482,Urban Background
2023-06-29 00:00:00,1484809,Bristol St Paul's,BRS8,,3.213,2.75783,0.29686,65.52548,,4.831,1.0,,,,,3.4,328.4,14.7,51.462839,-2.584482,Urban Background
2023-06-29 01:00:00,1484810,Bristol St Paul's,BRS8,,2.47669,2.15156,0.21204,68.5024,,3.865,-1.0,,,,,3.6,355.8,14.3,51.462839,-2.584482,Urban Background
2023-06-29 02:00:00,1484811,Bristol St Paul's,BRS8,,4.41788,4.07649,0.22264,60.02068,,6.763,0.0,,,,,3.3,5.9,14.1,51.462839,-2.584482,Urban Background
2023-06-29 03:00:00,1484812,Bristol St Paul's,BRS8,,3.51422,3.12407,0.25445,56.5282,,5.797,1.0,,,,,3.2,352.0,12.6,51.462839,-2.584482,Urban Background
2023-06-29 04:00:00,1484813,Bristol St Paul's,BRS8,,7.32966,6.54936,0.5089,50.84046,,5.797,1.0,,,,,3.3,359.9,11.9,51.462839,-2.584482,Urban Background
2023-06-29 05:00:00,1484814,Bristol St Paul's,BRS8,,11.34591,9.20008,1.39947,49.99229,,15.459,3.0,,,,,3.1,0.8,11.5,51.462839,-2.584482,Urban Background
2023-06-29 06:00:00,1484815,Bristol St Paul's,BRS8,,9.33778,7.33826,1.30405,59.871,,5.797,4.0,,,,,3.1,0.2,11.5,51.462839,-2.584482,Urban Background
2023-06-29 07:00:00,1484816,Bristol St Paul's,BRS8,,8.0827,5.64427,1.59031,63.11401,,6.763,1.0,,,,,2.9,355.0,12.8,51.462839,-2.584482,Urban Background
2023-06-29 08:00:00,1484817,Bristol St Paul's,BRS8,,7.43006,4.30886,2.03559,65.60864,,9.662,0.0,,,,,4.1,349.5,15.9,51.462839,-2.584482,Urban Background
2023-06-29 09:00:00,1484818,Bristol St Paul's,BRS8,,10.74347,6.40305,2.83075,66.65638,,79.228,16.0,,,,,4.5,341.0,17.2,51.462839,-2.584482,Urban Background
2023-06-29 10:00:00,1484819,Bristol St Paul's,BRS8,,10.59286,6.20367,2.86255,69.64993,,10.628,0.0,,,,,5.0,336.1,17.8,51.462839,-2.584482,Urban Background
2023-06-29 11:00:00,1484820,Bristol St Paul's,BRS8,,10.74347,6.98828,2.44907,70.14886,,10.628,0.0,,,,,4.9,335.3,18.5,51.462839,-2.584482,Urban Background
2023-06-29 12:00:00,1484821,Bristol St Paul's,BRS8,,10.89408,8.01672,1.87656,71.34628,,13.527,-3.0,,,,,4.9,328.8,19.0,51.462839,-2.584482,Urban Background
2023-06-29 13:00:00,1484822,Bristol St Paul's,BRS8,,8.23331,5.69734,1.65392,77.53295,,17.392,5.0,,,,,4.5,309.5,19.0,51.462839,-2.584482,Urban Background
2023-06-29 14:00:00,1484823,Bristol St Paul's,BRS8,,9.73941,6.95959,1.81295,76.4852,,17.392,6.0,,,,,4.0,298.3,18.8,51.462839,-2.584482,Urban Background
2023-06-29 15:00:00,1484824,Bristol St Paul's,BRS8,,8.13291,5.20678,1.90837,75.28778,,20.29,2.0,,,,,4.1,311.6,17.2,51.462839,-2.584482,Urban Background
2023-06-29 16:00:00,1484825,Bristol St Paul's,BRS8,,10.14103,6.77599,2.19462,74.33983,,14.493,0.0,,,,,5.8,311.4,18.2,51.462839,-2.584482,Urban Background
2023-06-29 17:00:00,1484826,Bristol St Paul's,BRS8,,8.23331,5.64857,1.68573,75.78671,,15.459,2.0,,,,,5.4,306.4,17.4,51.462839,-2.584482,Urban Background
2023-06-29 18:00:00,1484827,Bristol St Paul's,BRS8,,10.69327,7.08438,2.35366,69.25079,,6.763,5.0,,,,,4.3,295.1,16.2,51.462839,-2.584482,Urban Background
2023-06-29 19:00:00,1484828,Bristol St Paul's,BRS8,,11.49652,8.66793,1.84476,65.2095,,10.628,5.0,,,,,4.1,284.4,14.3,51.462839,-2.584482,Urban Background
2023-06-29 20:00:00,1484829,Bristol St Paul's,BRS8,,14.70952,12.41738,1.49489,58.87315,,5.797,14.0,,,,,4.0,280.0,12.9,51.462839,-2.584482,Urban Background
2023-06-29 21:00:00,1484830,Bristol St Paul's,BRS8,,16.76784,14.81709,1.27225,53.53465,,13.527,7.0,,,,,3.9,283.1,12.1,51.462839,-2.584482,Urban Background
2023-06-29 22:00:00,1484831,Bristol St Paul's,BRS8,,10.19123,8.38679,1.17683,58.72347,,12.561,3.0,,,,,2.8,281.6,11.5,51.462839,-2.584482,Urban Background
2023-06-29 23:00:00,1484832,Bristol St Paul's,BRS8,,6.426,5.45063,0.63612,60.27014,,13.527,6.0,,,,,2.1,233.8,10.7,51.462839,-2.584482,Urban Background
2023-06-22 00:00:00,1542505,Bristol Temple Way,BR11,,9.1341,7.7302,0.9156,,,7.73,,,,,,2.1,213.4,12.5,51.457968,-2.583975,Urban Traffic
2023-06-22 01:00:00,1542506,Bristol Temple Way,BR11,,13.13027,11.53492,1.04046,,,14.493,,,,,,2.0,249.2,12.0,51.457968,-2.583975,Urban Traffic
2023-06-22 02:00:00,1542507,Bristol Temple Way,BR11,,9.99042,8.60247,0.9052,,,12.561,,,,,,2.1,256.8,11.9,51.457968,-2.583975,Urban Traffic
2023-06-22 03:00:00,1542508,Bristol Temple Way,BR11,,21.97893,16.52285,3.55836,,,10.628,,,,,,1.5,267.2,11.4,51.457968,-2.583975,Urban Traffic
2023-06-22 04:00:00,1542509,Bristol Temple Way,BR11,,22.7401,16.80542,3.8705,,,10.628,,,,,,1.1,310.3,11.3,51.457968,-2.583975,Urban Traffic
2023-06-22 05:00:00,1542510,Bristol Temple Way,BR11,,35.77523,24.52805,7.33522,,,12.561,,,,,,0.9,332.9,11.5,51.457968,-2.583975,Urban Traffic
2023-06-22 06:00:00,1542511,Bristol Temple Way,BR11,,78.11558,33.8448,28.87266,,,13.527,,,,,,0.9,327.6,11.7,51.457968,-2.583975,Urban Traffic
2023-06-22 07:00:00,1542512,Bristol Temple Way,BR11,,63.55811,30.67808,21.4438,,,16.425,,,,,,1.6,334.5,12.4,51.457968,-2.583975,Urban Traffic
2023-06-22 08:00:00,1542513,Bristol Temple Way,BR11,,41.48404,23.15354,11.95484,,,16.425,,,,,,1.7,333.9,12.7,51.457968,-2.583975,Urban Traffic
2023-06-22 09:00:00,1542514,Bristol Temple Way,BR11,,10.31974,13.72122,1.90121,,,21.256,,,,,,1.8,331.3,14.2,51.457968,-2.583975,Urban Traffic
2023-06-22 10:00:00,1542515,Bristol Temple Way,BR11,,26.10374,16.099,2.06846,,,12.561,,,,,,2.1,323.0,17.5,51.457968,-2.583975,Urban Traffic
2023-06-22 11:00:00,1542516,Bristol Temple Way,BR11,,47.90645,34.26626,8.8959,,,78.262,,,,,,2.7,325.4,19.7,51.457968,-2.583975,Urban Traffic
2023-06-22 12:00:00,1542517,Bristol Temple Way,BR11,,21.26533,15.09135,4.02657,,,19.324,,,,,,2.9,310.1,20.8,51.457968,-2.583975,Urban Traffic
2023-06-22 13:00:00,1542518,Bristol Temple Way,BR11,,17.60217,12.1461,3.55836,,,28.02,,,,,,3.4,298.1,21.4,51.457968,-2.583975,Urban Traffic
2023-06-22 14:00:00,1542519,Bristol Temple Way,BR11,,14.74777,10.20104,2.9653,,,20.29,,,,,,4.0,286.5,21.4,51.457968,-2.583975,Urban Traffic
2023-06-22 15:00:00,1542520,Bristol Temple Way,BR11,,16.36526,11.57923,3.12137,,,13.527,,,,,,4.3,277.1,21.3,51.457968,-2.583975,Urban Traffic
2023-06-22 16:00:00,1542521,Bristol Temple Way,BR11,,13.7963,10.30249,2.2786,,,11.594,,,,,,4.8,269.7,20.8,51.457968,-2.583975,Urban Traffic
2023-06-22 17:00:00,1542522,Bristol Temple Way,BR11,,13.51086,10.01705,2.2786,,,16.425,,,,,,5.2,267.2,19.5,51.457968,-2.583975,Urban Traffic
2023-06-22 18:00:00,1542523,Bristol Temple Way,BR11,,13.98659,10.82781,2.0601,,,17.392,,,,,,5.0,268.6,18.0,51.457968,-2.583975,Urban Traffic
2023-06-22 19:00:00,1542524,Bristol Temple Way,BR11,,12.51181,10.8367,1.09248,,,18.358,,,,,,4.5,265.8,16.3,51.457968,-2.583975,Urban Traffic
2023-06-22 20:00:00,1542525,Bristol Temple Way,BR11,,14.98563,13.40624,1.03005,,,11.594,,,,,,4.6,266.8,15.0,51.457968,-2.583975,Urban Traffic
2023-06-22 21:00:00,1542526,Bristol Temple Way,BR11,,10.60888,9.50809,0.71792,,,11.594,,,,,,4.2,271.4,14.1,51.457968,-2.583975,Urban Traffic
2023-06-22 22:00:00,1542527,Bristol Temple Way,BR11,,19.36239,17.11295,1.46704,,,10.628,,,,,,3.6,269.4,13.9,51.457968,-2.583975,Urban Traffic
2023-06-22 23:00:00,1542528,Bristol Temple Way,BR11,,13.65358,12.64851,0.65549,,,10.628,,,,,,3.6,267.4,13.7,51.457968,-2.583975,Urban Traffic
2023-06-23 00:00:00,1542529,Bristol Temple Way,BR11,,12.36909,11.4757,0.58266,,,5.797,,,,,,3.0,256.7,12.4,51.457968,-2.583975,Urban Traffic
2023-06-23 01:00:00,1542530,Bristol Temple Way,BR11,,8.75351,8.243,0.33295,,,6.763,,,,,,3.3,260.4,11.6,51.457968,-2.583975,Urban Traffic
2023-06-23 02:00:00,1542531,Bristol Temple Way,BR11,,8.89623,8.27405,0.40578,,,6.763,,,,,,3.1,262.6,11.8,51.457968,-2.583975,Urban Traffic
2023-06-23 03:00:00,1542532,Bristol Temple Way,BR11,,11.65549,10.79401,0.56185,,,14.493,,,,,,2.5,251.3,11.3,51.457968,-2.583975,Urban Traffic
2023-06-23 04:00:00,1542533,Bristol Temple Way,BR11,,17.74489,16.02192,1.12369,,,12.561,,,,,,1.9,248.0,11.7,51.457968,-2.583975,Urban Traffic
2023-06-23 05:00:00,1542534,Bristol Temple Way,BR11,,20.12356,17.29981,1.84161,,,11.594,,,,,,2.0,254.9,11.6,51.457968,-2.583975,Urban Traffic
2023-06-23 06:00:00,1542535,Bristol Temple Way,BR11,,23.644,17.90076,3.74564,,,6.763,,,,,,1.8,216.4,11.8,51.457968,-2.583975,Urban Traffic
2023-06-23 07:00:00,1542536,Bristol Temple Way,BR11,,16.36526,11.70686,3.03813,,,3.865,,,,,,1.5,214.4,12.4,51.457968,-2.583975,Urban Traffic
2023-06-23 08:00:00,1542537,Bristol Temple Way,BR11,,13.13027,9.30144,2.4971,,,5.797,,,,,,2.1,209.3,13.7,51.457968,-2.583975,Urban Traffic
2023-06-23 09:00:00,1542538,Bristol Temple Way,BR11,,14.41475,9.72444,3.05894,,,6.763,,,,,,2.9,230.0,17.1,51.457968,-2.583975,Urban Traffic
2023-06-23 10:00:00,1542539,Bristol Temple Way,BR11,,14.98563,9.09881,3.83928,,,13.527,,,,,,3.6,245.1,18.6,51.457968,-2.583975,Urban Traffic
2023-06-23 11:00:00,1542540,Bristol Temple Way,BR11,,13.7963,8.77096,3.27744,,,16.425,,,,,,4.0,238.3,19.6,51.457968,-2.583975,Urban Traffic
2023-06-23 12:00:00,1542541,Bristol Temple Way,BR11,,13.57429,9.17114,2.87166,,,28.02,,,,,,4.5,218.7,20.6,51.457968,-2.583975,Urban Traffic
2023-06-23 13:00:00,1542542,Bristol Temple Way,BR11,,26.40326,15.82613,6.89822,,,20.29,,,,,,5.1,214.7,21.0,51.457968,-2.583975,Urban Traffic
2023-06-23 14:00:00,1542543,Bristol Temple Way,BR11,,16.31769,13.15891,2.0601,,,10.628,,,,,,5.7,217.2,21.2,51.457968,-2.583975,Urban Traffic
2023-06-23 15:00:00,1542544,Bristol Temple Way,BR11,,43.62484,29.50605,9.20804,,,17.392,,,,,,6.0,220.4,20.7,51.457968,-2.583975,Urban Traffic
2023-06-23 16:00:00,1542545,Bristol Temple Way,BR11,,47.95403,33.50021,9.42653,,,11.594,,,,,,5.5,218.5,20.4,51.457968,-2.583975,Urban Traffic
2023-06-23 17:00:00,1542546,Bristol Temple Way,BR11,,43.38698,29.45962,9.08318,,,14.493,,,,,,5.2,211.8,19.8,51.457968,-2.583975,Urban Traffic
2023-06-23 18:00:00,1542547,Bristol Temple Way,BR11,,15.17593,12.68719,1.62311,,,25.121,,,,,,4.7,207.1,18.9,51.457968,-2.583975,Urban Traffic
2023-06-23 19:00:00,1542548,Bristol Temple Way,BR11,,15.50894,13.16379,1.52947,,,18.358,,,,,,4.0,206.4,17.2,51.457968,-2.583975,Urban Traffic
2023-06-23 20:00:00,1542549,Bristol Temple Way,BR11,,30.447,23.26795,4.68205,,,18.358,,,,,,3.8,219.1,15.9,51.457968,-2.583975,Urban Traffic
2023-06-23 21:00:00,1542550,Bristol Temple Way,BR11,,46.62197,33.74755,8.39648,,,12.561,,,,,,4.3,221.4,15.0,51.457968,-2.583975,Urban Traffic
2023-06-23 22:00:00,1542551,Bristol Temple Way,BR11,,61.51246,42.22475,12.57911,,,12.561,,,,,,4.3,217.5,14.7,51.457968,-2.583975,Urban Traffic
2023-06-23 23:00:00,1542552,Bristol Temple Way,BR11,,16.88857,13.34691,2.30981,,,16.425,,,,,,4.0,220.7,14.6,51.457968,-2.583975,Urban Traffic
2023-06-24 00:00:00,1542553,Bristol Temple Way,BR11,,16.49212,10.366,3.99535,,,9.662,,,,,,3.2,213.4,13.9,51.457968,-2.583975,Urban Traffic
2023-06-24 01:00:00,1542554,Bristol Temple Way,BR11,,4.44019,3.92968,0.33295,,,7.73,,,,,,3.5,215.7,13.4,51.457968,-2.583975,Urban Traffic
2023-06-24 02:00:00,1542555,Bristol Temple Way,BR11,,4.90006,3.99072,0.59306,,,8.696,,,,,,3.8,223.6,13.9,51.457968,-2.583975,Urban Traffic
2023-06-24 03:00:00,1542556,Bristol Temple Way,BR11,,5.89911,4.9419,0.62427,,,7.73,,,,,,3.7,221.2,14.0,51.457968,-2.583975,Urban Traffic
2023-06-24 04:00:00,1542557,Bristol Temple Way,BR11,,7.13602,5.07802,1.34219,,,9.662,,,,,,3.5,219.2,14.0,51.457968,-2.583975,Urban Traffic
2023-06-24 05:00:00,1542558,Bristol Temple Way,BR11,,8.56322,6.36164,1.43583,,,6.763,,,,,,3.6,218.5,14.3,51.457968,-2.583975,Urban Traffic
2023-06-24 06:00:00,1542559,Bristol Temple Way,BR11,,38.48691,20.92218,11.45542,,,8.696,,,,,,3.8,218.8,14.8,51.457968,-2.583975,Urban Traffic
2023-06-24 07:00:00,1542560,Bristol Temple Way,BR11,,46.24138,22.50267,15.48199,,,11.594,,,,,,3.9,221.3,16.3,51.457968,-2.583975,Urban Traffic
2023-06-24 08:00:00,1542561,Bristol Temple Way,BR11,,24.69061,14.16135,6.86701,,,9.662,,,,,,4.0,227.2,19.1,51.457968,-2.583975,Urban Traffic
2023-06-24 09:00:00,1542562,Bristol Temple Way,BR11,,18.12548,9.89351,5.36875,,,10.628,,,,,,4.1,230.4,20.7,51.457968,-2.583975,Urban Traffic
2023-06-24 10:00:00,1542563,Bristol Temple Way,BR11,,32.01692,15.69656,10.64387,,,12.561,,,,,,3.6,228.1,21.1,51.457968,-2.583975,Urban Traffic
2023-06-24 11:00:00,1542564,Bristol Temple Way,BR11,,17.60217,10.90173,4.36992,,,39.614,,,,,,3.1,226.1,21.6,51.457968,-2.583975,Urban Traffic
2023-06-24 12:00:00,1542565,Bristol Temple Way,BR11,,24.78576,12.9164,7.74099,,,13.527,,,,,,2.7,218.6,22.2,51.457968,-2.583975,Urban Traffic
2023-06-24 13:00:00,1542566,Bristol Temple Way,BR11,,16.27012,9.23465,4.58841,,,6.763,,,,,,3.2,205.4,23.8,51.457968,-2.583975,Urban Traffic
2023-06-24 14:00:00,1542567,Bristol Temple Way,BR11,,16.55556,10.14227,4.18263,,,2.899,,,,,,3.7,202.1,24.1,51.457968,-2.583975,Urban Traffic
2023-06-24 15:00:00,1542568,Bristol Temple Way,BR11,,43.81514,23.2352,13.42188,,,5.797,,,,,,4.0,199.9,23.8,51.457968,-2.583975,Urban Traffic
2023-06-24 16:00:00,1542569,Bristol Temple Way,BR11,,36.20339,19.59586,10.83115,,,6.763,,,,,,3.8,197.1,23.4,51.457968,-2.583975,Urban Traffic
2023-06-24 17:00:00,1542570,Bristol Temple Way,BR11,,31.58876,17.32639,9.30168,,,6.763,,,,,,3.7,192.0,22.7,51.457968,-2.583975,Urban Traffic
2023-06-24 18:00:00,1542571,Bristol Temple Way,BR11,,22.50224,12.40371,6.58609,,,9.662,,,,,,3.0,188.7,21.5,51.457968,-2.583975,Urban Traffic
2023-06-24 19:00:00,1542572,Bristol Temple Way,BR11,,20.5993,16.77047,2.4971,,,6.763,,,,,,3.0,174.0,19.3,51.457968,-2.583975,Urban Traffic
2023-06-24 20:00:00,1542573,Bristol Temple Way,BR11,,28.21105,23.47288,3.09016,,,12.561,,,,,,3.6,165.5,17.3,51.457968,-2.583975,Urban Traffic
2023-06-24 21:00:00,1542574,Bristol Temple Way,BR11,,19.79055,18.21116,1.03005,,,9.662,,,,,,3.9,155.4,15.9,51.457968,-2.583975,Urban Traffic
2023-06-24 22:00:00,1542575,Bristol Temple Way,BR11,,33.39655,26.64825,4.40113,,,6.763,,,,,,4.0,151.6,14.8,51.457968,-2.583975,Urban Traffic
2023-06-24 23:00:00,1542576,Bristol Temple Way,BR11,,25.16635,21.76827,2.21617,,,5.797,,,,,,4.3,147.8,14.1,51.457968,-2.583975,Urban Traffic
2023-06-25 00:00:00,1542577,Bristol Temple Way,BR11,,25.75309,22.81766,1.91444,,,3.865,,,,,,4.2,144.5,14.3,51.457968,-2.583975,Urban Traffic
2023-06-25 01:00:00,1542578,Bristol Temple Way,BR11,,27.27544,22.10652,3.37108,,,6.763,,,,,,4.9,143.6,14.2,51.457968,-2.583975,Urban Traffic
2023-06-25 02:00:00,1542579,Bristol Temple Way,BR11,,14.22446,12.88437,0.87398,,,5.797,,,,,,5.3,144.7,14.2,51.457968,-2.583975,Urban Traffic
2023-06-25 03:00:00,1542580,Bristol Temple Way,BR11,,10.22829,8.02672,1.43583,,,6.763,,,,,,5.3,150.0,14.3,51.457968,-2.583975,Urban Traffic
2023-06-25 04:00:00,1542581,Bristol Temple Way,BR11,,11.37005,8.35485,1.96646,,,5.797,,,,,,5.4,158.7,14.9,51.457968,-2.583975,Urban Traffic
2023-06-25 05:00:00,1542582,Bristol Temple Way,BR11,,9.56226,7.74357,1.18612,,,5.797,,,,,,5.1,177.4,16.6,51.457968,-2.583975,Urban Traffic
2023-06-25 06:00:00,1542583,Bristol Temple Way,BR11,,15.17593,12.68719,1.62311,,,4.831,,,,,,4.4,196.7,18.1,51.457968,-2.583975,Urban Traffic
2023-06-25 07:00:00,1542584,Bristol Temple Way,BR11,,22.31194,16.37726,3.8705,,,6.763,,,,,,4.3,209.4,19.9,51.457968,-2.583975,Urban Traffic
2023-06-25 08:00:00,1542585,Bristol Temple Way,BR11,,49.4288,30.71542,12.20455,,,10.628,,,,,,4.5,222.6,21.6,51.457968,-2.583975,Urban Traffic
2023-06-25 09:00:00,1542586,Bristol Temple Way,BR11,,29.06737,19.73461,6.08667,,,12.561,,,,,,5.4,235.1,22.9,51.457968,-2.583975,Urban Traffic
2023-06-25 10:00:00,1542587,Bristol Temple Way,BR11,,34.06258,25.06484,5.86817,,,16.425,,,,,,5.6,242.7,23.3,51.457968,-2.583975,Urban Traffic
2023-06-25 11:00:00,1542588,Bristol Temple Way,BR11,,34.25288,25.44658,5.74332,,,17.392,,,,,,5.2,257.8,23.3,51.457968,-2.583975,Urban Traffic
2023-06-25 12:00:00,1542589,Bristol Temple Way,BR11,,25.35664,18.32118,4.58841,,,25.121,,,,,,6.3,287.8,22.4,51.457968,-2.583975,Urban Traffic
2023-06-25 13:00:00,1542590,Bristol Temple Way,BR11,,11.03704,8.0697,1.93525,,,61.837,,,,,,6.5,281.4,22.2,51.457968,-2.583975,Urban Traffic
2023-06-25 14:00:00,1542591,Bristol Temple Way,BR11,,7.7069,4.64384,1.99768,,,25.121,,,,,,7.1,284.7,20.3,51.457968,-2.583975,Urban Traffic
2023-06-25 15:00:00,1542592,Bristol Temple Way,BR11,,7.61175,4.78799,1.84161,,,76.33,,,,,,8.5,284.8,20.1,51.457968,-2.583975,Urban Traffic
2023-06-25 16:00:00,1542593,Bristol Temple Way,BR11,,5.3758,3.50925,1.21733,,,66.668,,,,,,8.2,279.6,19.0,51.457968,-2.583975,Urban Traffic
2023-06-25 17:00:00,1542594,Bristol Temple Way,BR11,,4.61462,2.84379,1.15491,,,33.817,,,,,,7.6,277.5,17.7,51.457968,-2.583975,Urban Traffic
2023-06-25 18:00:00,1542595,Bristol Temple Way,BR11,,6.04183,4.271,1.15491,,,24.155,,,,,,6.7,275.5,16.5,51.457968,-2.583975,Urban Traffic
2023-06-25 19:00:00,1542596,Bristol Temple Way,BR11,,4.63048,3.8009,0.54104,,,21.256,,,,,,6.2,276.0,15.2,51.457968,-2.583975,Urban Traffic
2023-06-25 20:00:00,1542597,Bristol Temple Way,BR11,,4.32918,3.56342,0.49942,,,14.493,,,,,,5.2,273.7,14.3,51.457968,-2.583975,Urban Traffic
2023-06-25 21:00:00,1542598,Bristol Temple Way,BR11,,3.85345,3.23126,0.40578,,,14.493,,,,,,4.5,275.5,13.7,51.457968,-2.583975,Urban Traffic
2023-06-25 22:00:00,1542599,Bristol Temple Way,BR11,,4.32918,3.61128,0.46821,,,20.29,,,,,,4.5,272.9,13.3,51.457968,-2.583975,Urban Traffic
2023-06-25 23:00:00,1542600,Bristol Temple Way,BR11,,3.09227,2.75725,0.2185,,,30.918,,,,,,4.8,273.0,13.1,51.457968,-2.583975,Urban Traffic
2023-06-26 00:00:00,1542601,Bristol Temple Way,BR11,,2.53725,1.89911,0.41618,,,14.493,,,,,,4.1,259.6,12.0,51.457968,-2.583975,Urban Traffic
2023-06-26 01:00:00,1542602,Bristol Temple Way,BR11,,3.93274,2.40121,0.99884,,,14.493,,,,,,4.2,266.1,11.6,51.457968,-2.583975,Urban Traffic
2023-06-26 02:00:00,1542603,Bristol Temple Way,BR11,,2.61654,2.37724,0.15607,,,22.223,,,,,,3.6,263.2,11.2,51.457968,-2.583975,Urban Traffic
2023-06-26 03:00:00,1542604,Bristol Temple Way,BR11,,3.80588,3.18369,0.40578,,,11.594,,,,,,3.5,269.0,11.0,51.457968,-2.583975,Urban Traffic
2023-06-26 04:00:00,1542605,Bristol Temple Way,BR11,,7.61175,6.2238,0.9052,,,9.662,,,,,,3.6,272.4,10.9,51.457968,-2.583975,Urban Traffic
2023-06-26 05:00:00,1542606,Bristol Temple Way,BR11,,13.65358,10.63838,1.96646,,,6.763,,,,,,3.9,279.6,12.4,51.457968,-2.583975,Urban Traffic
2023-06-26 06:00:00,1542607,Bristol Temple Way,BR11,,18.90251,12.20207,4.36992,,,18.358,,,,,,4.6,284.8,14.1,51.457968,-2.583975,Urban Traffic
2023-06-26 07:00:00,1542608,Bristol Temple Way,BR11,,12.79726,8.20267,2.99651,,,20.29,,,,,,5.9,290.1,15.4,51.457968,-2.583975,Urban Traffic
2023-06-26 08:00:00,1542609,Bristol Temple Way,BR11,,16.27012,10.6226,3.68322,,,27.054,,,,,,6.4,293.2,16.2,51.457968,-2.583975,Urban Traffic
2023-06-26 09:00:00,1542610,Bristol Temple Way,BR11,,18.69636,12.47452,4.05778,,,16.425,,,,,,6.4,293.2,16.9,51.457968,-2.583975,Urban Traffic
2023-06-26 10:00:00,1542611,Bristol Temple Way,BR11,,19.26724,11.99248,4.74448,,,19.324,,,,,,6.4,290.2,17.7,51.457968,-2.583975,Urban Traffic
2023-06-26 11:00:00,1542612,Bristol Temple Way,BR11,,10.84674,6.69885,2.70519,,,27.054,,,,,,6.7,282.2,17.9,51.457968,-2.583975,Urban Traffic
